Date,Open,High,Low,Close,Volume,CloseLag1,CloseLag2,CloseLag3,HML,HMLLag1,HMLLag2,HMLLag3,OMC,OMCLag1,OMCLag2,OMCLag3,VolumeLag1,VolumeLag2,VolumeLag3,CloseEMA2,CloseEMA4,CloseEMA8,LogReturn,Target
2000-01-24T05:00:00.000000+0000,5.951,5.959,5.608,5.754,13214050.0,5.891,5.617,5.557,0.351,0.188,0.205,0.137,0.197,-0.017,-0.026,0.06,21118330.0,13346450.0,13521085.0,5.755,5.741,5.784,-0.023530019425848564,0
2000-01-25T05:00:00.000000+0000,5.617,5.634,5.283,5.48,21108664.0,5.754,5.891,5.617,0.351,0.351,0.188,0.205,0.137,0.197,-0.017,-0.026,13214050.0,21118330.0,13346450.0,5.755,5.744,5.778,-0.04879000670447782,0
2000-01-26T05:00:00.000000+0000,5.548,5.548,5.437,5.48,10144620.0,5.48,5.754,5.891,0.111,0.351,0.351,0.188,0.068,0.137,0.197,-0.017,21108664.0,13214050.0,21118330.0,5.617,5.667,5.728,0.0,0
2000-01-27T05:00:00.000000+0000,5.488,5.522,5.343,5.343,9162212.0,5.48,5.48,5.754,0.18,0.111,0.351,0.351,0.146,0.068,0.137,0.197,10144620.0,21108664.0,13214050.0,5.548,5.612,5.686,-0.02531843720674495,0
2000-01-28T05:00:00.000000+0000,5.385,5.54,5.343,5.377,11453394.0,5.343,5.48,5.48,0.197,0.18,0.111,0.351,0.009,0.146,0.068,0.137,9162212.0,10144620.0,21108664.0,5.445,5.533,5.629,0.006390024922468872,1
2000-01-31T05:00:00.000000+0000,5.411,5.959,5.351,5.873,14902017.0,5.377,5.343,5.48,0.608,0.197,0.18,0.111,-0.462,0.009,0.146,0.068,11453394.0,9162212.0,10144620.0,5.411,5.487,5.587,0.08833740851331298,1
2000-02-01T05:00:00.000000+0000,5.891,5.891,5.719,5.805,11849270.0,5.873,5.377,5.343,0.171,0.608,0.197,0.18,0.086,-0.462,0.009,0.146,14902017.0,11453394.0,9162212.0,5.642,5.6,5.634,-0.01173042935239197,0
2000-02-02T05:00:00.000000+0000,5.891,5.908,5.822,5.822,8837832.0,5.805,5.873,5.377,0.086,0.171,0.608,0.197,0.068,0.086,-0.462,0.009,11849270.0,14902017.0,11453394.0,5.724,5.66,5.662,0.0029456556710188127,1
2000-02-03T05:00:00.000000+0000,5.891,5.916,5.659,5.754,10199831.0,5.822,5.805,5.873,0.257,0.086,0.171,0.608,0.137,0.068,0.086,-0.462,8837832.0,11849270.0,14902017.0,5.773,5.708,5.688,-0.011834215843185945,0
2000-02-04T05:00:00.000000+0000,5.754,5.805,5.694,5.754,8967452.0,5.754,5.822,5.805,0.111,0.257,0.086,0.171,0.0,0.137,0.068,0.086,10199831.0,8837832.0,11849270.0,5.763,5.721,5.699,0.0,0
2000-02-07T05:00:00.000000+0000,5.668,5.796,5.625,5.736,7685158.0,5.754,5.754,5.822,0.171,0.111,0.257,0.086,-0.068,0.0,0.137,0.068,8967452.0,10199831.0,8837832.0,5.758,5.731,5.708,-0.002981023965311854,0
2000-02-08T05:00:00.000000+0000,5.822,5.891,5.754,5.762,7506815.0,5.736,5.754,5.754,0.137,0.171,0.111,0.257,0.06,-0.068,0.0,0.137,7685158.0,8967452.0,10199831.0,5.747,5.732,5.712,0.004467630846060081,1
2000-02-09T05:00:00.000000+0000,5.796,5.865,5.754,5.839,9015778.0,5.762,5.736,5.754,0.111,0.137,0.171,0.111,-0.043,0.06,-0.068,0.0,7506815.0,7685158.0,8967452.0,5.755,5.741,5.72,0.013284531562846326,1
2000-02-10T05:00:00.000000+0000,5.805,5.814,5.745,5.771,6820189.0,5.839,5.762,5.736,0.068,0.111,0.137,0.171,0.034,-0.043,0.06,-0.068,9015778.0,7506815.0,7685158.0,5.797,5.77,5.739,-0.011799966141135456,0
2000-02-11T05:00:00.000000+0000,5.754,5.762,5.445,5.54,7382227.0,5.771,5.839,5.762,0.317,0.068,0.111,0.137,0.214,0.034,-0.043,0.06,6820189.0,9015778.0,7506815.0,5.784,5.77,5.744,-0.04088360772810125,0
2000-02-14T05:00:00.000000+0000,5.411,5.685,5.403,5.599,11199848.0,5.54,5.771,5.839,0.283,0.317,0.068,0.111,-0.188,0.214,0.034,-0.043,7382227.0,6820189.0,9015778.0,5.662,5.703,5.712,0.010761032738448069,1
2000-02-15T05:00:00.000000+0000,5.48,5.617,5.42,5.574,10846076.0,5.599,5.54,5.771,0.197,0.283,0.317,0.068,-0.094,-0.188,0.214,0.034,11199848.0,7382227.0,6820189.0,5.631,5.672,5.694,-0.004597894475655379,0
2000-02-16T05:00:00.000000+0000,5.531,5.574,5.308,5.351,11221032.0,5.574,5.599,5.54,0.265,0.197,0.283,0.317,0.18,-0.094,-0.188,0.214,10846076.0,11199848.0,7382227.0,5.602,5.644,5.675,-0.040757741571809156,0
2000-02-17T05:00:00.000000+0000,5.334,5.48,5.206,5.48,12278246.0,5.351,5.574,5.599,0.274,0.265,0.197,0.283,-0.146,0.18,-0.094,-0.188,11221032.0,10846076.0,11199848.0,5.477,5.558,5.623,0.023717032030181048,1
2000-02-18T05:00:00.000000+0000,5.214,5.24,4.932,5.24,18433258.0,5.48,5.351,5.574,0.308,0.274,0.265,0.197,-0.026,-0.146,0.18,-0.094,12278246.0,11221032.0,10846076.0,5.478,5.535,5.6,-0.044736402311905316,0
2000-02-22T05:00:00.000000+0000,5.103,5.111,4.872,5.0,18610144.0,5.24,5.48,5.351,0.24,0.308,0.274,0.265,0.103,-0.026,-0.146,0.18,18433258.0,12278246.0,11221032.0,5.359,5.449,5.543,-0.04683118936042046,0
2000-02-23T05:00:00.000000+0000,4.932,5.0,4.769,4.897,17048221.0,5.0,5.24,5.48,0.231,0.24,0.308,0.274,0.034,0.103,-0.026,-0.146,18610144.0,18433258.0,12278246.0,5.18,5.317,5.456,-0.020761760039420533,0
2000-02-24T05:00:00.000000+0000,4.855,4.915,4.769,4.863,17063712.0,4.897,5.0,5.24,0.146,0.231,0.24,0.308,-0.009,0.034,0.103,-0.026,17048221.0,18610144.0,18433258.0,5.038,5.194,5.367,-0.0070175260330769046,0
2000-02-25T05:00:00.000000+0000,4.932,5.026,4.786,4.855,15037198.0,4.863,4.897,5.0,0.24,0.146,0.231,0.24,0.077,-0.009,0.034,0.103,17063712.0,17048221.0,18610144.0,4.951,5.097,5.287,-0.0017625452412167561,0
2000-02-28T05:00:00.000000+0000,4.897,5.137,4.897,5.069,14914728.0,4.855,4.863,4.897,0.24,0.24,0.146,0.231,-0.171,0.077,-0.009,0.034,15037198.0,17063712.0,17048221.0,4.903,5.026,5.218,0.04314777332917174,1
2000-02-29T05:00:00.000000+0000,5.094,5.223,5.086,5.171,11358596.0,5.069,4.855,4.863,0.137,0.24,0.24,0.146,-0.077,-0.171,0.077,-0.009,14914728.0,15037198.0,17063712.0,4.986,5.039,5.194,0.02006761476134336,1
2000-03-01T05:00:00.000000+0000,5.488,5.754,5.445,5.754,20222246.0,5.171,5.069,4.855,0.308,0.137,0.24,0.24,-0.265,-0.077,-0.171,0.077,11358596.0,14914728.0,15037198.0,5.079,5.078,5.19,0.10668404160000289,1
2000-03-02T05:00:00.000000+0000,5.891,6.302,5.865,6.199,19829813.0,5.754,5.171,5.069,0.437,0.308,0.137,0.24,-0.308,-0.265,-0.077,-0.171,20222246.0,11358596.0,14914728.0,5.416,5.276,5.28,0.0745328064388029,1
2000-03-03T05:00:00.000000+0000,6.233,6.302,6.053,6.242,11771287.0,6.199,5.754,5.171,0.248,0.437,0.308,0.137,-0.009,-0.308,-0.265,-0.077,19829813.0,20222246.0,11358596.0,5.807,5.546,5.426,0.006882334030396517,1
2000-03-06T05:00:00.000000+0000,6.105,6.105,5.856,5.942,8518881.0,6.242,6.199,5.754,0.248,0.248,0.437,0.308,0.163,-0.009,-0.308,-0.265,11771287.0,19829813.0,20222246.0,6.025,5.75,5.556,-0.04920213190741249,0
2000-03-07T05:00:00.000000+0000,5.968,6.096,5.736,5.736,9067944.0,5.942,6.242,6.199,0.36,0.248,0.248,0.437,0.231,0.163,-0.009,-0.308,8518881.0,11771287.0,19829813.0,5.983,5.806,5.618,-0.03519403252709892,0
2000-03-08T05:00:00.000000+0000,5.736,5.762,5.668,5.702,9005318.0,5.736,5.942,6.242,0.094,0.36,0.248,0.248,0.034,0.231,0.163,-0.009,9067944.0,8518881.0,11771287.0,5.86,5.786,5.637,-0.005987920778546865,0
2000-03-09T05:00:00.000000+0000,5.668,5.702,5.565,5.694,7905207.0,5.702,5.736,5.942,0.137,0.094,0.36,0.248,-0.026,0.034,0.231,0.163,9005318.0,9067944.0,8518881.0,5.781,5.761,5.647,-0.0015029971968580516,0
2000-03-10T05:00:00.000000+0000,5.694,5.822,5.677,5.754,9810708.0,5.694,5.702,5.736,0.146,0.137,0.094,0.36,-0.06,-0.026,0.034,0.231,7905207.0,9005318.0,9067944.0,5.737,5.741,5.654,0.010471941940716767,1
2000-03-13T05:00:00.000000+0000,5.651,6.028,5.625,5.985,8576607.0,5.754,5.694,5.702,0.402,0.146,0.137,0.094,-0.334,-0.06,-0.026,0.034,9810708.0,7905207.0,9005318.0,5.745,5.745,5.67,0.03939242447496553,1
2000-03-14T05:00:00.000000+0000,5.993,5.993,5.754,5.771,8785137.0,5.985,5.754,5.694,0.24,0.402,0.146,0.137,0.223,-0.334,-0.06,-0.026,8576607.0,9810708.0,7905207.0,5.865,5.815,5.72,-0.03642125217250667,0
2000-03-15T05:00:00.000000+0000,5.839,5.891,5.796,5.822,9315134.0,5.771,5.985,5.754,0.094,0.24,0.402,0.146,0.017,0.223,-0.334,-0.06,8785137.0,8576607.0,9810708.0,5.818,5.802,5.728,0.008863043540727226,1
2000-03-16T05:00:00.000000+0000,6.019,6.233,5.882,6.182,12592696.0,5.822,5.771,5.985,0.351,0.094,0.24,0.402,-0.163,0.017,0.223,-0.334,9315134.0,8785137.0,8576607.0,5.82,5.808,5.743,0.059932354788825526,1
2000-03-17T05:00:00.000000+0000,6.216,6.413,6.182,6.267,12006297.0,6.182,5.822,5.771,0.231,0.351,0.094,0.24,-0.051,-0.163,0.017,0.223,12592696.0,9315134.0,8785137.0,6.001,5.917,5.813,0.013755363687622427,1
2000-03-20T05:00:00.000000+0000,6.182,6.267,6.053,6.088,6135946.0,6.267,6.182,5.822,0.214,0.231,0.351,0.094,0.094,-0.051,-0.163,0.017,12006297.0,12592696.0,9315134.0,6.134,6.02,5.885,-0.029108169551007368,0
2000-03-21T05:00:00.000000+0000,6.105,6.216,6.002,6.199,5822290.0,6.088,6.267,6.182,0.214,0.214,0.231,0.351,-0.094,0.094,-0.051,-0.163,6135946.0,12006297.0,12592696.0,6.111,6.04,5.917,0.01811904167017651,1
2000-03-22T05:00:00.000000+0000,6.079,6.156,5.891,5.933,6681963.0,6.199,6.088,6.267,0.265,0.214,0.214,0.231,0.146,-0.094,0.094,-0.051,5822290.0,6135946.0,12006297.0,6.155,6.086,5.962,-0.04376098704227174,0
2000-03-23T05:00:00.000000+0000,5.814,6.028,5.805,5.968,7322117.0,5.933,6.199,6.088,0.223,0.265,0.214,0.214,-0.154,0.146,-0.094,0.094,6681963.0,5822290.0,6135946.0,6.044,6.042,5.958,0.005755292695156453,1
2000-03-24T05:00:00.000000+0000,5.899,5.985,5.831,5.891,6791855.0,5.968,5.933,6.199,0.154,0.223,0.265,0.214,0.009,-0.154,0.146,-0.094,7322117.0,6681963.0,5822290.0,6.006,6.02,5.959,-0.012997092665839018,0
2000-03-27T05:00:00.000000+0000,5.908,5.976,5.814,5.916,7783531.0,5.891,5.968,5.933,0.163,0.154,0.223,0.265,-0.009,0.009,-0.154,0.146,6791855.0,7322117.0,6681963.0,5.948,5.982,5.948,0.004350999423446031,1
2000-03-28T05:00:00.000000+0000,5.848,5.942,5.814,5.822,8294330.0,5.916,5.891,5.968,0.128,0.163,0.154,0.223,0.026,-0.009,0.009,-0.154,7783531.0,6791855.0,7322117.0,5.932,5.963,5.943,-0.016046803006108574,0
2000-03-29T05:00:00.000000+0000,5.882,6.01,5.745,5.788,9027562.0,5.822,5.916,5.891,0.265,0.128,0.163,0.154,0.094,0.026,-0.009,0.009,8294330.0,7783531.0,6791855.0,5.877,5.922,5.924,-0.0058998490984466705,0
2000-03-30T05:00:00.000000+0000,5.891,5.942,5.694,5.702,11746263.0,5.788,5.822,5.916,0.248,0.265,0.128,0.163,0.188,0.094,0.026,-0.009,9027562.0,8294330.0,7783531.0,5.833,5.882,5.902,-0.014903311488598003,0
2000-03-31T05:00:00.000000+0000,5.822,5.891,5.754,5.771,10112580.0,5.702,5.788,5.822,0.137,0.248,0.265,0.128,0.051,0.188,0.094,0.026,11746263.0,9027562.0,8294330.0,5.767,5.83,5.87,0.011940117046317655,1
2000-04-03T04:00:00.000000+0000,5.822,6.147,5.814,6.13,10210688.0,5.771,5.702,5.788,0.334,0.137,0.248,0.265,-0.308,0.051,0.188,0.094,10112580.0,11746263.0,9027562.0,5.769,5.812,5.855,0.06045009113164637,1
2000-04-04T04:00:00.000000+0000,6.165,6.464,6.13,6.302,14282915.0,6.13,5.771,5.702,0.334,0.334,0.137,0.248,-0.137,-0.308,0.051,0.188,10210688.0,10112580.0,11746263.0,5.95,5.905,5.898,0.027550013910389522,1
2000-04-05T04:00:00.000000+0000,6.302,6.456,6.284,6.344,11309476.0,6.302,6.13,5.771,0.171,0.334,0.334,0.137,-0.043,-0.137,-0.308,0.051,14282915.0,10210688.0,10112580.0,6.126,6.022,5.963,0.006770728266136017,1
2000-04-06T04:00:00.000000+0000,6.356,6.529,6.348,6.432,7681186.0,6.344,6.302,6.13,0.181,0.171,0.334,0.334,-0.075,-0.043,-0.137,-0.308,11309476.0,14282915.0,10210688.0,6.235,6.116,6.023,0.01367765898396527,1
2000-04-07T04:00:00.000000+0000,6.486,6.512,6.253,6.399,6840711.0,6.432,6.344,6.302,0.259,0.181,0.171,0.334,0.086,-0.075,-0.043,-0.137,7681186.0,11309476.0,14282915.0,6.333,6.209,6.088,-0.005041101043603098,0
2000-04-10T04:00:00.000000+0000,6.348,6.408,6.287,6.382,5590987.0,6.399,6.432,6.344,0.121,0.259,0.181,0.171,-0.034,0.086,-0.075,-0.043,6840711.0,7681186.0,11309476.0,6.366,6.264,6.138,-0.0026988400766058034,0
2000-04-11T04:00:00.000000+0000,6.391,6.658,6.356,6.52,8636320.0,6.382,6.399,6.432,0.302,0.121,0.259,0.181,-0.129,-0.034,0.086,-0.075,5590987.0,6840711.0,7681186.0,6.374,6.299,6.177,0.021390803365207326,1
2000-04-12T04:00:00.000000+0000,6.615,6.762,6.486,6.486,10310782.0,6.52,6.382,6.399,0.276,0.302,0.121,0.259,0.129,-0.129,-0.034,0.086,8636320.0,5590987.0,6840711.0,6.447,6.364,6.231,-0.0053050674008838184,0
2000-04-13T04:00:00.000000+0000,6.529,6.529,6.348,6.486,7607704.0,6.486,6.52,6.382,0.181,0.276,0.302,0.121,0.043,0.129,-0.129,-0.034,10310782.0,8636320.0,5590987.0,6.466,6.399,6.272,0.0,0
2000-04-14T04:00:00.000000+0000,6.296,6.434,5.796,5.882,9912788.0,6.486,6.486,6.52,0.638,0.181,0.276,0.302,0.414,0.043,0.129,-0.129,7607704.0,10310782.0,8636320.0,6.476,6.425,6.306,-0.09770623079630998,0
2000-04-17T04:00:00.000000+0000,6.003,6.011,5.64,5.778,9938871.0,5.882,6.486,6.486,0.371,0.638,0.181,0.276,0.224,0.414,0.043,0.129,9912788.0,7607704.0,10310782.0,6.179,6.266,6.238,-0.017752401618019286,0
2000-04-18T04:00:00.000000+0000,5.675,5.787,5.58,5.727,8932498.0,5.778,5.882,6.486,0.207,0.371,0.638,0.181,-0.052,0.224,0.414,0.043,9938871.0,9912788.0,7607704.0,5.979,6.123,6.165,-0.008995422475230877,0
2000-04-19T04:00:00.000000+0000,5.718,5.882,5.675,5.787,9492815.0,5.727,5.778,5.882,0.207,0.207,0.371,0.638,-0.069,-0.052,0.224,0.414,8932498.0,9938871.0,9912788.0,5.853,6.007,6.095,0.010486933763376997,1
2000-04-20T04:00:00.000000+0000,5.796,5.847,5.649,5.684,5131692.0,5.787,5.727,5.778,0.198,0.207,0.207,0.371,0.112,-0.069,-0.052,0.224,9492815.0,8932498.0,9938871.0,5.82,5.943,6.046,-0.01804556958533774,0
2000-04-24T04:00:00.000000+0000,5.684,5.856,5.658,5.83,6496074.0,5.684,5.787,5.727,0.198,0.198,0.207,0.207,-0.147,0.112,-0.069,-0.052,5131692.0,9492815.0,8932498.0,5.752,5.867,5.989,0.025469447590095843,1
2000-04-25T04:00:00.000000+0000,5.908,6.27,5.856,6.201,12350802.0,5.83,5.684,5.787,0.414,0.198,0.198,0.207,-0.293,-0.147,0.112,-0.069,6496074.0,5131692.0,9492815.0,5.791,5.856,5.963,0.061668683563889194,1
2000-04-26T04:00:00.000000+0000,6.21,6.236,6.003,6.072,9860225.0,6.201,5.83,5.684,0.233,0.414,0.198,0.198,0.138,-0.293,-0.147,0.112,12350802.0,6496074.0,5131692.0,5.996,5.957,6.001,-0.021082975457572782,0
2000-04-27T04:00:00.000000+0000,6.037,6.106,5.934,5.968,9482488.0,6.072,6.201,5.83,0.172,0.233,0.414,0.198,0.069,0.138,-0.293,-0.147,9860225.0,12350802.0,6496074.0,6.034,5.991,6.012,-0.017192522655105468,0
2000-04-28T04:00:00.000000+0000,6.003,6.115,5.968,6.046,9594366.0,5.968,6.072,6.201,0.147,0.172,0.233,0.414,-0.043,0.069,0.138,-0.293,9482488.0,9860225.0,12350802.0,6.001,5.984,6.005,0.012921648758321861,1
2000-05-01T04:00:00.000000+0000,6.089,6.227,6.029,6.158,9452433.0,6.046,5.968,6.072,0.198,0.147,0.172,0.233,-0.069,-0.043,0.069,0.138,9594366.0,9482488.0,9860225.0,6.023,6.002,6.012,0.018374894697294763,1
2000-05-02T04:00:00.000000+0000,6.141,6.141,5.761,5.847,9536772.0,6.158,6.046,5.968,0.379,0.198,0.147,0.172,0.293,-0.069,-0.043,0.069,9452433.0,9594366.0,9482488.0,6.091,6.048,6.035,-0.05173550856523794,0
2000-05-03T04:00:00.000000+0000,5.839,5.891,5.753,5.787,6282777.0,5.847,6.158,6.046,0.138,0.379,0.198,0.147,0.052,0.293,-0.069,-0.043,9536772.0,9452433.0,9594366.0,5.969,5.989,6.005,-0.010378098346347637,0
2000-05-04T04:00:00.000000+0000,5.796,5.796,5.632,5.666,5992689.0,5.787,5.847,6.158,0.164,0.138,0.379,0.198,0.129,0.052,0.293,-0.069,6282777.0,9536772.0,9452433.0,5.878,5.93,5.971,-0.021085009878360966,0
2000-05-05T04:00:00.000000+0000,5.666,5.96,5.666,5.934,6183212.0,5.666,5.787,5.847,0.293,0.164,0.138,0.379,-0.267,0.129,0.052,0.293,5992689.0,6282777.0,9536772.0,5.772,5.853,5.922,0.04610494078551409,1
2000-05-08T04:00:00.000000+0000,5.882,5.925,5.778,5.916,5295073.0,5.934,5.666,5.787,0.147,0.293,0.164,0.138,-0.034,-0.267,0.129,0.052,6183212.0,5992689.0,6282777.0,5.853,5.876,5.924,-0.002911540086516972,0
2000-05-09T04:00:00.000000+0000,5.847,6.003,5.778,5.839,6373604.0,5.916,5.934,5.666,0.224,0.147,0.293,0.164,0.009,-0.034,-0.267,0.129,5295073.0,6183212.0,5992689.0,5.885,5.888,5.923,-0.01320598505073247,0
2000-05-10T04:00:00.000000+0000,5.865,6.348,5.83,6.227,10986949.0,5.839,5.916,5.934,0.517,0.224,0.147,0.293,-0.362,0.009,-0.034,-0.267,6373604.0,5295073.0,6183212.0,5.862,5.874,5.909,0.06435371746447979,1
2000-05-11T04:00:00.000000+0000,6.253,6.339,6.236,6.287,6833561.0,6.227,5.839,5.916,0.103,0.517,0.224,0.147,-0.034,-0.362,0.009,-0.034,10986949.0,6373604.0,5295073.0,6.044,5.977,5.96,0.0096493772665443,1
2000-05-12T04:00:00.000000+0000,6.167,6.21,6.098,6.188,4607255.0,6.287,6.227,5.839,0.112,0.103,0.517,0.224,-0.022,-0.034,-0.362,0.009,6833561.0,10986949.0,6373604.0,6.166,6.068,6.012,-0.015901392692383175,0
2000-05-15T04:00:00.000000+0000,6.123,6.451,6.072,6.348,6380356.0,6.188,6.287,6.227,0.379,0.112,0.103,0.517,-0.224,-0.022,-0.034,-0.362,4607255.0,6833561.0,10986949.0,6.177,6.103,6.04,0.025456820883096552,1
2000-05-16T04:00:00.000000+0000,6.417,6.477,6.253,6.305,5903451.0,6.348,6.188,6.287,0.224,0.379,0.112,0.103,0.112,-0.224,-0.022,-0.034,6380356.0,4607255.0,6833561.0,6.262,6.175,6.089,-0.006816451602078963,0
2000-05-17T04:00:00.000000+0000,6.236,6.27,6.184,6.253,4451950.0,6.305,6.348,6.188,0.086,0.224,0.379,0.112,-0.017,0.112,-0.224,-0.022,5903451.0,6380356.0,4607255.0,6.283,6.213,6.123,-0.008241674282968842,0
2000-05-18T04:00:00.000000+0000,6.218,6.287,6.063,6.106,4863846.0,6.253,6.305,6.348,0.224,0.086,0.224,0.379,0.112,-0.017,0.112,-0.224,4451950.0,5903451.0,6380356.0,6.268,6.224,6.144,-0.023727699678341437,0
2000-05-19T04:00:00.000000+0000,5.916,6.029,5.847,5.891,7610749.0,6.106,6.253,6.305,0.181,0.224,0.086,0.224,0.026,0.112,-0.017,0.112,4863846.0,4451950.0,5903451.0,6.187,6.19,6.138,-0.03594965510590067,0
2000-05-22T04:00:00.000000+0000,6.02,6.02,5.761,5.865,5948467.0,5.891,6.106,6.253,0.259,0.181,0.224,0.086,0.155,0.026,0.112,-0.017,7610749.0,4863846.0,4451950.0,6.039,6.102,6.099,-0.004402318891461278,0
2000-05-23T04:00:00.000000+0000,5.83,5.856,5.761,5.77,5967003.0,5.865,5.891,6.106,0.095,0.259,0.181,0.224,0.06,0.155,0.026,0.112,5948467.0,7610749.0,4863846.0,5.952,6.033,6.061,-0.016307966419147953,0
2000-05-24T04:00:00.000000+0000,5.804,5.977,5.804,5.951,6572204.0,5.77,5.865,5.891,0.172,0.095,0.259,0.181,-0.147,0.06,0.155,0.026,5967003.0,5948467.0,7610749.0,5.861,5.956,6.015,0.030907615435375176,1
2000-05-25T04:00:00.000000+0000,5.865,5.96,5.735,5.804,5914970.0,5.951,5.77,5.865,0.224,0.172,0.095,0.259,0.06,-0.147,0.06,0.155,6572204.0,5967003.0,5948467.0,5.906,5.954,6.005,-0.024946741453223318,0
2000-05-26T04:00:00.000000+0000,5.804,5.942,5.804,5.882,4454730.0,5.804,5.951,5.77,0.138,0.224,0.172,0.095,-0.078,0.06,-0.147,0.06,5914970.0,6572204.0,5967003.0,5.855,5.91,5.973,0.013284853635979364,1
2000-05-30T04:00:00.000000+0000,5.968,6.106,5.899,6.106,5542132.0,5.882,5.804,5.951,0.207,0.138,0.224,0.172,-0.138,-0.078,0.06,-0.147,4454730.0,5914970.0,6572204.0,5.869,5.902,5.958,0.0374142127983785,1
2000-05-31T04:00:00.000000+0000,6.072,6.115,5.968,6.029,5849432.0,6.106,5.882,5.804,0.147,0.207,0.138,0.224,0.043,-0.138,-0.078,0.06,5542132.0,4454730.0,5914970.0,5.987,5.962,5.982,-0.012793069259612795,0
2000-06-01T04:00:00.000000+0000,6.089,6.192,6.072,6.072,5488377.0,6.029,6.106,5.882,0.121,0.147,0.207,0.138,0.017,0.043,-0.138,-0.078,5849432.0,5542132.0,4454730.0,6.008,5.981,5.989,0.00712755224243561,1
2000-06-02T04:00:00.000000+0000,6.21,6.27,6.175,6.21,6992176.0,6.072,6.029,6.106,0.095,0.121,0.147,0.207,0.0,0.017,0.043,-0.138,5488377.0,5849432.0,5542132.0,6.04,6.008,6.002,0.022472756374705038,1
2000-06-05T04:00:00.000000+0000,6.253,6.253,6.115,6.115,4387868.0,6.21,6.072,6.029,0.138,0.095,0.121,0.147,0.138,0.0,0.017,0.043,6992176.0,5488377.0,5849432.0,6.125,6.067,6.035,-0.015395724793352248,0
